prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size(sq.ft.),furnished,region,near_KTM-LRT,minimart availability,security availability
Damai Hillpark,1600,Bandar Damai Perdana,Service Residence,3,3,2,1050,1,Kuala Lumpur,0,0,1
Villa Putra Putri,1400,Ampang,Condominium,2,1,1,958,0,Kuala Lumpur,1,1,1
M Centura,1700,Sentul,Service Residence,3,1,2,850,1,Kuala Lumpur,1,1,1
Kaleidoscope,2500,Setiawangsa,Condominium,3,2,2,1200,1,Kuala Lumpur,0,1,1
3 Residen,2600,Taman Melawati,Condominium,2,2,2,1206,2,Kuala Lumpur,0,1,1
The Nest Residences,2200,Old Klang Road,Condominium,3,1,2,915,2,Kuala Lumpur,0,0,1
TR Residence,2500,Titiwangsa,Service Residence,2,1,1,710,2,Kuala Lumpur,0,0,1
Kiara Ville,4900,Mont Kiara,Condominium,3,2,3,1907,2,Kuala Lumpur,0,0,1
Seasons Garden Residences @ Wangsa Maju,1599,Wangsa Maju,Apartment,3,1,2,770,1,Kuala Lumpur,1,1,1
Anjung Hijau,1950,Bukit Jalil,Condominium,3,1,2,1100,2,Kuala Lumpur,1,1,1
G Residence @ Desa Pandan,2700,Desa Pandan,Service Residence,2,2,2,1044,2,Kuala Lumpur,1,0,1
Platinum Splendor Residensi Semarak,1800,Keramat,Condominium,3,2,2,926,1,Kuala Lumpur,1,1,1
Residency V,2200,Old Klang Road,Service Residence,3,2,2,950,2,Kuala Lumpur,1,1,1
Setia SKY Residences,4500,KLCC,Condominium,4,2,3,1200,2,Kuala Lumpur,1,1,1
Platinum Splendor Residensi Semarak,2000,Keramat,Condominium,4,2,2,1184,1,Kuala Lumpur,1,1,1
Platinum Splendor Residensi Semarak,1800,Keramat,Condominium,4,2,2,1184,1,Kuala Lumpur,1,1,1
Putra Majestik,1600,Jalan Ipoh,Condominium,3,2,2,1030,2,Kuala Lumpur,1,1,1
Majestic Maxim,1500,Cheras,Service Residence,2,1,2,650,1,Kuala Lumpur,0,0,1
M Vertica,2800,Cheras,Condominium,4,2,2,1000,2,Kuala Lumpur,1,0,1
Solaris Parq,4500,Solaris Dutamas,Service Residence,2,2,2,1080,2,Kuala Lumpur,0,0,1
"The Veo, Kuala Lumpur",4300,Setapak,Condominium,3,2,2,1442,2,Kuala Lumpur,0,1,1
Queensville,1500,Cheras,Condominium,1,2,1,526,2,Kuala Lumpur,1,1,1
Wangsa 9 Residency,4500,Wangsa Maju,Condominium,3,2,3,1690,2,Kuala Lumpur,1,1,1
The Sky Residence @ Shamelin,1700,Cheras,Service Residence,2,1,2,668,1,Kuala Lumpur,0,0,1
PV9 Residences @ Taman Melati,2000,Setapak,Service Residence,4,2,2,1100,0,Kuala Lumpur,1,0,1
Tiffani Kiara,2600,Mont Kiara,Condominium,1,1,1,815,2,Kuala Lumpur,0,0,1
Mentari Condominium,1700,Cheras,Condominium,3,1,2,1025,1,Kuala Lumpur,0,0,1
Parc 3,2200,Cheras,Service Residence,2,1,2,737,2,Kuala Lumpur,1,0,1
Legasi Kampong Bharu,3500,KL City,Apartment,3,1,2,950,2,Kuala Lumpur,1,1,1
"Fera Residence @ The Quartz, Wangsa Maju",2200,Wangsa Maju,Service Residence,3,2,2,1300,1,Kuala Lumpur,0,0,1
Cengal Condominium,1550,Cheras,Condominium,3,1,2,850,2,Kuala Lumpur,1,0,1
Sky Awani Residensi,1300,Sentul,Condominium,3,1,2,800,1,Kuala Lumpur,1,1,1
The Haute,1800,Keramat,Condominium,3,2,2,1005,2,Kuala Lumpur,1,0,1
Damai Hillpark,1700,Bandar Damai Perdana,Service Residence,3,2,2,1100,2,Kuala Lumpur,1,0,1
Lakeville Residence,2000,Jalan Ipoh,Condominium,3,2,2,1330,2,Kuala Lumpur,1,1,1
Danau Permai,2500,Taman Desa,Condominium,2,1,2,1004,2,Kuala Lumpur,0,1,1
Casa Desa Condominium,2000,Taman Desa,Condominium,3,1,2,1100,2,Kuala Lumpur,0,1,1
Irama Wangsa,3000,Wangsa Maju,Condominium,3,2,2,1335,2,Kuala Lumpur,0,0,1
Mentari Condominium,1700,Cheras,Condominium,3,1,2,1025,2,Kuala Lumpur,1,1,1
Sunway Velocity,3000,Cheras,Condominium,3,1,2,1068,2,Kuala Lumpur,1,0,1
Lexa Residence @ The Quartz WM,1650,Wangsa Maju,Service Residence,3,1,2,850,1,Kuala Lumpur,1,0,1
Lido Residency,1600,Cheras,Condominium,2,1,2,962,1,Kuala Lumpur,0,0,1
Perdana Villa (Pandan Perdana),1100,Cheras,Apartment,2,1,2,800,0,Kuala Lumpur,0,0,1
Danau Permai,2100,Taman Desa,Condominium,2,1,2,685,2,Kuala Lumpur,0,1,1
Inwood Residences @ Pantai Sentral Park,3200,Pantai,Condominium,3,2,2,1235,2,Kuala Lumpur,0,1,1
Danau Idaman,1700,Taman Desa,Condominium,3,1,2,938,2,Kuala Lumpur,0,1,1
Menara Avenue,2800,KLCC,Condominium,2,1,2,1520,2,Kuala Lumpur,1,0,1
The Scott Garden,1300,Old Klang Road,Other,1,1,2,775,0,Kuala Lumpur,0,1,1
Suasana Lumayan,1750,Cheras,Condominium,4,1,2,1142,2,Kuala Lumpur,1,1,1
Ascenda Residences @ SkyArena Setapak,2650,Setapak,Condominium,3,2,2,908,2,Kuala Lumpur,0,0,1
Legend Height,1800,Segambut,Service Residence,3,2,2,1050,1,Kuala Lumpur,0,0,1
Mentari Condominium,1700,Cheras,Condominium,3,1,2,1025,1,Kuala Lumpur,1,0,1
G Residence @ Desa Pandan,2300,Desa Pandan,Service Residence,2,2,2,1087,2,Kuala Lumpur,0,0,1
Pinggiran Kiara,2499,Taman Tun Dr Ismail,Condominium,2,1,2,1200,2,Kuala Lumpur,0,0,1
i-Zen @ Kiara 1,3100,Mont Kiara,Condominium,4,2,3,1362,2,Kuala Lumpur,1,0,1
SkyLuxe On The Park,2300,Bukit Jalil,Service Residence,3,2,2,1060,1,Kuala Lumpur,1,1,1
i-Zen @ Kiara 1,3300,Mont Kiara,Condominium,4,2,3,1362,2,Kuala Lumpur,1,0,1
The Hermington,2800,Kuchai Lama,Condominium,4,2,2,1075,2,Kuala Lumpur,1,1,1
Casa Idaman,1398,Jalan Ipoh,Condominium,3,1,2,1004,1,Kuala Lumpur,1,1,1
Bayu Sentul Condominium,1798,Sentul,Condominium,3,2,2,1300,1,Kuala Lumpur,1,1,1
Laman Midah,1100,Cheras,Condominium,3,2,2,850,1,Kuala Lumpur,1,1,1
Majestic Maxim,1400,Cheras,Service Residence,2,1,2,700,1,Kuala Lumpur,1,0,1
Bayu Andaman,1400,Sentul,Condominium,3,1,2,1000,0,Kuala Lumpur,0,1,1
Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,1400,Bukit Jalil,Apartment,3,1,2,1200,1,Kuala Lumpur,1,1,1
PPA1M Bukit Jalil,1400,Bukit Jalil,Condominium,3,1,2,1200,1,Kuala Lumpur,1,1,1
Unio Residence,2700,Kepong,Apartment,2,2,2,866,2,Kuala Lumpur,1,1,1
Villa Crystal,1800,Segambut,Condominium,3,2,2,1391,1,Kuala Lumpur,0,0,1
Residensi Suria Pantai,2000,Pantai,Apartment,3,1,2,810,2,Kuala Lumpur,0,1,1
The Havre @ Bukit Jalil,1850,Bukit Jalil,Condominium,3,2,2,1023,1,Kuala Lumpur,1,1,1
10 Semantan,1600,Damansara Heights,Service Residence,1,1,1,520,2,Kuala Lumpur,1,1,1
Platinum Splendor Residensi Semarak,2000,Keramat,Condominium,3,1,2,1184,1,Kuala Lumpur,0,1,1
Casa Green (Bukit Jalil),1700,Bukit Jalil,Condominium,3,2,3,1003,1,Kuala Lumpur,1,1,1
M Vertica,2300,Cheras,Condominium,3,2,2,900,1,Kuala Lumpur,1,0,1
Angkupuri,2400,Mont Kiara,Condominium,3,1,2,1300,2,Kuala Lumpur,0,1,1
Sentul Point Suite Apartment,1500,Sentul,Apartment,3,1,2,850,1,Kuala Lumpur,0,1,1
Putra Suria Residence,1200,Cheras,Apartment,3,1,2,750,0,Kuala Lumpur,1,1,1
Far East Residence,2200,Kuchai Lama,Service Residence,3,2,2,864,1,Kuala Lumpur,1,1,1
M Vertica,1750,Cheras,Condominium,3,2,2,850,0,Kuala Lumpur,0,0,1
Bayu Sentul Condominium,1700,Sentul,Condominium,4,2,3,1630,1,Kuala Lumpur,0,1,1
The Scott Soho,1300,Old Klang Road,Service Residence,1,1,2,775,0,Kuala Lumpur,0,0,1
Damai Hillpark,1800,Bandar Damai Perdana,Service Residence,3,2,2,1020,1,Kuala Lumpur,0,0,0
Serini Melawati,3000,Taman Melawati,Service Residence,3,1,2,1367,2,Kuala Lumpur,0,1,1
M Suites,1600,Ampang Hilir,Service Residence,1,1,1,502,2,Kuala Lumpur,0,0,0
Residensi Kepongmas 2,1200,Kepong,Apartment,3,1,2,800,1,Kuala Lumpur,1,0,1
The Scott Soho,1800,Old Klang Road,Service Residence,1,1,2,775,2,Kuala Lumpur,0,0,1
Pangsapuri Mawar (Sentul),1500,Sentul,Apartment,3,1,2,1005,1,Kuala Lumpur,1,1,1
The Leafz,2000,Sungai Besi,Service Residence,2,2,2,1025,2,Kuala Lumpur,0,1,1
M Vertica,2800,Cheras,Condominium,4,2,2,1000,2,Kuala Lumpur,1,1,1
Villa Pawana,2000,Keramat,Condominium,3,1,3,1280,1,Kuala Lumpur,0,0,1
PPA1M Metropolitan Kepong,1600,Kepong,Condominium,5,2,2,1500,1,Kuala Lumpur,0,1,1
Villa Angsana,1400,Jalan Ipoh,Condominium,3,1,2,1323,1,Kuala Lumpur,0,1,1
Serini Melawati,3000,Taman Melawati,Service Residence,3,1,2,1367,2,Kuala Lumpur,0,1,1
TR Residence,2500,Titiwangsa,Service Residence,3,1,2,753,1,Kuala Lumpur,1,0,1
Residensi Sefina Mont Kiara,3900,Mont Kiara,Condominium,3,2,2,1333,2,Kuala Lumpur,0,0,1
Inspirasi Mont Kiara,3800,Mont Kiara,Condominium,3,2,2,1015,2,Kuala Lumpur,0,0,1
Palace Court,2200,Kuchai Lama,Condominium,3,2,2,1328,2,Kuala Lumpur,0,0,1
CitiZen,1600,Old Klang Road,Service Residence,2,1,2,725,1,Kuala Lumpur,1,0,1
Cendana Apartment,1200,Cheras,Apartment,2,1,1,650,2,Kuala Lumpur,1,1,1
Angkasa Condominiums,1300,Cheras,Condominium,3,1,2,950,2,Kuala Lumpur,0,1,1
PPA1M Metropolitan Kepong,1600,Kepong,Condominium,5,2,2,1500,1,Kuala Lumpur,0,0,1
Sri Intan 2,1500,Jalan Ipoh,Condominium,3,1,2,1188,1,Kuala Lumpur,1,1,1
THE FENNEL AT SENTUL EAST,3100,Sentul,Condominium,3,2,3,1250,2,Kuala Lumpur,1,1,1
ViPod Residences @ KLCC,3800,KLCC,Condominium,2,1,1,635,2,Kuala Lumpur,1,0,1
"The Park 2, Pavilion Bukit Jalil",3500,Bukit Jalil,Service Residence,3,1,2,750,2,Kuala Lumpur,0,0,1
CitiZen,1900,Old Klang Road,Service Residence,2,1,2,750,2,Kuala Lumpur,1,0,1
Ppa1m,1330,Bukit Jalil,Apartment,3,1,2,1200,1,Kuala Lumpur,1,1,1
The Birch,1600,Jalan Ipoh,Service Residence,2,1,1,611,1,Kuala Lumpur,1,0,1
Mutiara Villa,2400,Bukit Bintang,Condominium,2,1,2,1033,2,Kuala Lumpur,0,1,1
Residency V,2400,Old Klang Road,Service Residence,3,2,2,909,2,Kuala Lumpur,0,0,1
The Forum,3000,KL City,Condominium,3,1,2,1100,2,Kuala Lumpur,1,1,1
Residensi Akasia Permaisuri,1400,Cheras,Apartment,3,1,2,807,1,Kuala Lumpur,1,1,1
"SkyAwani 3 Residence, Setapak",1500,Setapak,Condominium,3,1,2,800,1,Kuala Lumpur,0,0,1
Seasons Garden Residences @ Wangsa Maju,1500,Wangsa Maju,Condominium,3,1,2,779,1,Kuala Lumpur,0,1,1
The Herz,2300,Kepong,Apartment,3,2,2,1216,2,Kuala Lumpur,0,1,1
Palace Court,1500,Kuchai Lama,Condominium,2,2,2,789,1,Kuala Lumpur,0,1,1
V Residence Suites,2400,Cheras,Service Residence,2,1,1,694,2,Kuala Lumpur,1,1,1
Rivercity Condominium,1350,Jalan Ipoh,Condominium,3,1,2,1270,1,Kuala Lumpur,0,0,1
Desa Dua Aman Puri,850,Kepong,Apartment,3,1,2,850,1,Kuala Lumpur,0,0,1
Menara Polo,1800,Desa Pandan,Condominium,3,1,2,1500,2,Kuala Lumpur,0,1,1
Sentul Point Suite Apartment,1800,Sentul,Apartment,3,2,2,850,1,Kuala Lumpur,1,1,1
Residensi Harmoni 2 @ Bukit Prima Pelangi,2100,Segambut,Condominium,3,2,2,1200,1,Kuala Lumpur,1,1,1
Unio Residence,1799,Kepong,Condominium,1,1,1,250,2,Kuala Lumpur,1,1,1
Residensi KepongMas,1300,Kepong,Apartment,3,1,2,800,2,Kuala Lumpur,0,0,0
Seri Riana Residence,3200,Wangsa Maju,Condominium,3,2,2,1259,2,Kuala Lumpur,1,0,1
Sri Putramas,1700,Jalan Kuching,Condominium,3,1,2,1100,2,Kuala Lumpur,0,1,1
Parkhill Residence Bukit Jalil,2500,Bukit Jalil,Condominium,3,1,2,1100,1,Kuala Lumpur,1,1,1
M Centura,1250,Sentul,Service Residence,2,1,1,646,2,Kuala Lumpur,1,1,1
Sri Lojing,2200,Wangsa Maju,Condominium,4,2,3,1700,1,Kuala Lumpur,0,1,1
Winner Court A,1050,Desa Petaling,Condominium,3,1,2,765,0,Kuala Lumpur,0,0,1
Damai Hillpark,1800,Bandar Damai Perdana,Service Residence,3,2,2,1020,1,Kuala Lumpur,1,1,1
Parkhill Residence Bukit Jalil,3000,Bukit Jalil,Condominium,3,2,2,1100,2,Kuala Lumpur,1,1,1
Angkasa Condominiums,1600,Cheras,Condominium,3,1,2,920,2,Kuala Lumpur,1,1,1
Majestic Maxim,1500,Cheras,Service Residence,2,1,2,650,1,Kuala Lumpur,1,1,1
OUG Parklane,1300,OUG,Service Residence,3,2,2,950,1,Kuala Lumpur,1,1,1
The Era,2380,Segambut,Service Residence,2,2,2,900,2,Kuala Lumpur,0,1,1
Arte Mont Kiara,2300,Mont Kiara,Service Residence,2,1,2,955,2,Kuala Lumpur,0,1,1
Endah Regal,1200,Sri Petaling,Condominium,3,1,2,1141,1,Kuala Lumpur,1,0,1
Zamrud Apartment,1200,Old Klang Road,Apartment,3,1,2,1170,1,Kuala Lumpur,0,1,1
Lexa Residence @ The Quartz WM,2100,Wangsa Maju,Service Residence,4,2,2,876,1,Kuala Lumpur,0,1,1
Pavilion Residences,3700,Bukit Bintang,Condominium,2,1,2,775,2,Kuala Lumpur,1,1,1
M Centura,1700,Sentul,Service Residence,3,1,2,850,2,Kuala Lumpur,1,1,1
Ascadia Lake View,1100,Ampang Hilir,Apartment,3,1,2,950,0,Kuala Lumpur,0,0,1
3 Residen,2600,Taman Melawati,Condominium,2,2,2,1206,2,Kuala Lumpur,0,1,1
Mont Kiara Palma,3500,Mont Kiara,Condominium,3,2,2,1390,2,Kuala Lumpur,0,1,1
Prisma Cheras,950,Cheras,Condominium,1,1,1,900,2,Kuala Lumpur,1,0,1
Majestic Maxim,1250,Cheras,Service Residence,3,1,2,819,0,Kuala Lumpur,1,0,1
Seri Mas (Cheras),1200,Cheras,Condominium,3,1,2,867,1,Kuala Lumpur,1,0,1
Ketumbar Heights,1300,Cheras,Condominium,3,1,2,903,2,Kuala Lumpur,1,0,1
Rampai Court,1100,Wangsa Maju,Apartment,2,1,1,720,1,Kuala Lumpur,1,0,1
Pangsapuri Pandanmas 2,1100,Desa Pandan,Apartment,3,1,2,800,0,Kuala Lumpur,0,1,1
Flat wangsa maju seksyen 2 Blok G,1100,Wangsa Maju,Other,2,1,1,560,0,Kuala Lumpur,1,1,0
1 Petaling,1500,Sungai Besi,Condominium,3,1,2,1500,1,Kuala Lumpur,1,0,1
Residensi Gurneymas,1300,Keramat,Apartment,3,1,2,850,1,Kuala Lumpur,1,0,1
The Orion,1750,City Centre,Condominium,1,1,1,750,2,Kuala Lumpur,0,0,1
Angsana Apartment (Pandan Indah),1300,KLCC,Condominium,3,1,2,900,0,Kuala Lumpur,1,1,1
The Holmes,1650,Cheras,Condominium,3,2,2,1050,1,Kuala Lumpur,1,1,1
Taman Desa Cheras,900,Cheras,Apartment,3,1,1,750,2,Kuala Lumpur,1,1,0
Bandar Tasik Selatan (Low Cost),750,Cheras,Apartment,3,1,2,657,1,Kuala Lumpur,1,0,1
Suria Jelatek Residence,1800,Ampang Hilir,Condominium,3,1,2,1421,1,Kuala Lumpur,1,1,1
Sentul Point Suite Apartment,1700,Sentul,Apartment,3,1,2,850,1,Kuala Lumpur,0,1,1
Pinnacle (Sri Petaling),1800,Sri Petaling,Service Residence,3,2,3,911,0,Kuala Lumpur,1,1,1
Legasi Kampong Bharu,2300,KL City,Apartment,3,1,2,810,0,Kuala Lumpur,1,1,1
Vista Langkawi @ PV18,1500,Setapak,Service Residence,3,1,2,926,1,Kuala Lumpur,1,1,1
Residensi Pandanmas 2,1450,Desa Pandan,Apartment,3,1,2,900,1,Kuala Lumpur,1,1,1
Palm Court (Brickfields),1500,Brickfields,Apartment,2,1,1,677,2,Kuala Lumpur,0,1,1
Platinum Victory Lake City PV 13,2000,Setapak,Condominium,4,1,2,1313,2,Kuala Lumpur,0,1,1
Indah Apartments (Taman Setapak Indah),1200,Setapak,Apartment,3,1,2,1000,1,Kuala Lumpur,0,1,1
Pangsapuri Melur (Sentul),1500,Sentul,Apartment,3,1,2,1100,1,Kuala Lumpur,1,1,1
Bukit OUG Condominium,1000,Bukit Jalil,Condominium,2,1,1,775,1,Kuala Lumpur,1,1,1
Bayu Andaman,1400,Sentul,Apartment,3,1,2,850,1,Kuala Lumpur,0,1,1
Desa Dua Aman Puri,950,Kepong,Apartment,3,1,2,950,1,Kuala Lumpur,0,1,1
Emerald Hills,2000,Cheras,Condominium,2,2,2,893,1,Kuala Lumpur,0,0,1
Bayu Andaman,1700,Sentul,Apartment,3,1,2,1000,1,Kuala Lumpur,0,1,1
Residensi Pandanmas 2,1800,Desa Pandan,Apartment,3,1,2,900,2,Kuala Lumpur,0,1,1
Pantai Hillpark 5,2000,Bangsar South,Condominium,3,1,2,1100,2,Kuala Lumpur,1,1,1
PPA1M Metropolitan Kepong,1600,Kepong,Condominium,5,2,2,1500,1,Kuala Lumpur,0,1,1
Seasons Garden Residences @ Wangsa Maju,1500,Wangsa Maju,Apartment,3,1,2,770,1,Kuala Lumpur,1,1,1
Sri Angsana Hilir,1400,Ampang,Condominium,3,1,2,1042,2,Kuala Lumpur,0,0,1
Inspirasi Mont Kiara,2500,Mont Kiara,Service Residence,3,2,2,1015,1,Kuala Lumpur,0,1,1
Lido Residency,2100,Cheras,Condominium,2,1,2,969,2,Kuala Lumpur,0,0,1
Residensi Desa Satumas,1500,Taman Desa,Condominium,3,1,2,850,2,Kuala Lumpur,1,0,1
OPUS Kuala Lumpur,3300,KL City,Service Residence,3,2,2,997,2,Kuala Lumpur,1,1,1
Majestic Maxim,1600,Cheras,Service Residence,3,1,2,819,1,Kuala Lumpur,1,0,1
Arte KL,2600,Kuchai Lama,Condominium,4,2,3,1500,2,Kuala Lumpur,1,0,1
Pandan Puteri,1500,Ampang,Condominium,3,1,2,1010,0,Kuala Lumpur,1,0,1
Arte Mont Kiara,1800,Mont Kiara,Service Residence,1,1,1,500,2,Kuala Lumpur,1,1,1
Court 28 @ KL City,2000,Jalan Ipoh,Service Residence,3,2,2,305,1,Kuala Lumpur,1,1,1
Eko Cheras Mall Residence,2400,Cheras,Service Residence,1,1,2,762,2,Kuala Lumpur,1,1,1
Kenwingston Avenue,1700,Sungai Besi,Condominium,2,1,2,660,2,Kuala Lumpur,1,0,1
EkoCheras Service Apartment,2000,Cheras,Service Residence,1,1,1,762,1,Kuala Lumpur,1,1,1
Enesta,2400,Kepong,Service Residence,3,2,3,1338,2,Kuala Lumpur,1,1,1
Eco Sky,2500,Jalan Ipoh,Service Residence,3,2,2,1087,2,Kuala Lumpur,0,1,1
Casa Idaman,2000,Jalan Ipoh,Condominium,3,1,2,1007,2,Kuala Lumpur,1,0,1
Reizz Residence,2000,Ampang Hilir,Service Residence,2,1,1,700,2,Kuala Lumpur,0,0,1
Majestic Maxim,1200,Cheras,Service Residence,2,1,2,650,1,Kuala Lumpur,1,0,1
Sunway Velocity,2500,Cheras,Condominium,2,1,1,700,2,Kuala Lumpur,1,0,1
Setia SKY Residences,2800,KLCC,Condominium,2,1,2,990,2,Kuala Lumpur,1,1,1
Residensi Pandanmas 2,1600,Desa Pandan,Condominium,3,1,2,900,1,Kuala Lumpur,0,1,1
Residensi Kuchaimas,1300,Kuchai Lama,Apartment,3,1,2,800,1,Kuala Lumpur,1,1,1
Parc 3,2200,Cheras,Service Residence,2,1,2,725,2,Kuala Lumpur,1,0,1
Setia SKY Residences,4000,KLCC,Condominium,3,2,2,1200,2,Kuala Lumpur,0,1,1
Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,1250,Bukit Jalil,Apartment,3,1,2,1200,1,Kuala Lumpur,1,1,1
"Sky Awani Residensi, Sentul",1200,Sentul,Condominium,3,1,2,800,0,Kuala Lumpur,1,1,1
Viva Residency,1800,Jalan Ipoh,Condominium,2,1,2,840,2,Kuala Lumpur,1,1,1
Desa Pandan Apartment,800,KLCC,Other,3,1,2,800,1,Kuala Lumpur,1,0,0
Lavile,2800,Cheras,Service Residence,2,1,2,850,2,Kuala Lumpur,1,0,1
Abadi Indah,1200,Taman Desa,Condominium,3,1,2,830,1,Kuala Lumpur,0,1,1
Pangsapuri Cemara (Cheras),1100,Cheras,Apartment,3,1,2,730,1,Kuala Lumpur,1,0,0
Faber Heights,1500,Taman Desa,Condominium,1,1,1,750,2,Kuala Lumpur,0,1,1
Bukit Mas Apartment,1400,Taman Melawati,Apartment,3,1,2,950,0,Kuala Lumpur,0,0,1
Kiara Residence 2,1899,Bukit Jalil,Condominium,3,2,2,1800,2,Kuala Lumpur,1,0,1
Kiara Residence,2500,Bukit Jalil,Condominium,4,1,3,1280,2,Kuala Lumpur,1,1,1
Villa Wangsamas,2200,Wangsa Maju,Condominium,3,2,2,1276,2,Kuala Lumpur,1,1,1
288 Residences @ Kuchai Lama,1900,Kuchai Lama,Condominium,4,2,4,1483,1,Kuala Lumpur,0,1,1
Merdeka View Apartment,2600,Pudu,Apartment,3,1,2,1650,2,Kuala Lumpur,0,1,1
D-Villa Residence (Holiday Villa),2600,Ampang,Condominium,2,1,1,1200,2,Kuala Lumpur,1,1,1
Residensi Vista Wirajaya,1500,Setapak,Condominium,3,1,2,850,0,Kuala Lumpur,1,0,1
Serini Melawati,2000,Taman Melawati,Service Residence,2,2,1,633,2,Kuala Lumpur,1,1,1
Gurney Heights,1950,Keramat,Condominium,3,1,2,809,2,Kuala Lumpur,1,1,1
"SkyAwani 3 Residence, Setapak",1400,Setapak,Apartment,3,1,2,800,1,Kuala Lumpur,1,1,1
Bayu Tasik 2,1300,Cheras,Condominium,3,1,2,800,1,Kuala Lumpur,1,0,1
Seksyen 1 Wangsa Maju Flat,1250,Wangsa Maju,Other,2,1,1,600,2,Kuala Lumpur,0,1,0
Twins @ Damansara Heights,3400,Damansara Heights,Condominium,2,2,2,1203,2,Kuala Lumpur,0,1,1
Endah Promenade,2300,Sri Petaling,Condominium,3,1,2,1297,2,Kuala Lumpur,1,1,1
Kiara Residence 2,2000,Bukit Jalil,Condominium,3,1,2,1100,2,Kuala Lumpur,1,1,1
Petaling Indah Condominiums,1200,Sri Petaling,Condominium,3,1,2,888,1,Kuala Lumpur,1,1,1
The Troika,4800,KLCC,Condominium,1,1,2,1348,2,Kuala Lumpur,1,1,1
The Mark,2300,Cheras,Service Residence,3,2,2,1166,2,Kuala Lumpur,1,1,1
Majestic Maxim,1600,Cheras,Service Residence,3,1,2,819,1,Kuala Lumpur,1,1,1
Seri Maya,1900,Setiawangsa,Condominium,3,1,2,1150,2,Kuala Lumpur,0,0,1
Royal Regent (Sri Putramas 3),3000,Jalan Kuching,Condominium,3,2,3,1800,2,Kuala Lumpur,0,1,0
Bam Villa,1800,Cheras,Condominium,3,1,2,1109,2,Kuala Lumpur,1,0,1
Bam Villa,1400,Cheras,Condominium,3,1,2,1100,1,Kuala Lumpur,1,0,1
Reizz Residence,2000,Ampang Hilir,Service Residence,2,1,1,697,2,Kuala Lumpur,0,0,1
Avara Seputeh,2900,Seputeh,Service Residence,2,1,2,830,2,Kuala Lumpur,1,0,1
Residensi Vista Wirajaya,1800,Setapak,Apartment,3,1,2,885,2,Kuala Lumpur,1,0,1
Platinum Teratai Residence,1900,Setapak,Apartment,3,2,2,950,2,Kuala Lumpur,0,0,1
Bougainvilla,1500,Segambut,Condominium,3,1,2,1050,2,Kuala Lumpur,1,1,1
SAVILLE @ THE PARK Bangsar,2800,Bangsar South,Condominium,3,2,3,1390,2,Kuala Lumpur,0,1,1
Tiara Mutiara 2,1750,Old Klang Road,Service Residence,3,1,2,933,2,Kuala Lumpur,0,0,1
Tiara Mutiara 2,1499,Old Klang Road,Service Residence,3,1,2,807,1,Kuala Lumpur,0,0,1
Inspirasi Mont’ Kiara,3800,Mont Kiara,Condominium,3,2,2,1015,2,Kuala Lumpur,0,0,1
The Havre @ Bukit Jalil,1900,Bukit Jalil,Condominium,3,1,2,1200,2,Kuala Lumpur,1,1,1
Maxim Citilights,1700,Sentul,Service Residence,3,2,2,1009,1,Kuala Lumpur,1,1,1
M3 Residency,1600,Setapak,Service Residence,3,1,2,950,1,Kuala Lumpur,1,1,1
Majestic Maxim,1700,Cheras,Service Residence,3,2,2,819,1,Kuala Lumpur,1,0,1
Lakeville Residence,2200,Jalan Ipoh,Condominium,3,1,2,977,2,Kuala Lumpur,1,1,1
The Address @ Taman Desa,3300,Taman Desa,Condominium,4,2,2,1118,2,Kuala Lumpur,0,1,1
The Era,2800,Segambut,Service Residence,3,2,2,1023,2,Kuala Lumpur,0,0,1
Bayu Sentul Condominium,1800,Sentul,Condominium,3,2,2,1300,1,Kuala Lumpur,1,1,1
Tivoli Villas,2200,Bangsar,Condominium,1,1,1,650,2,Kuala Lumpur,1,1,1
Majestic Maxim,2400,Cheras,Service Residence,3,1,2,1100,2,Kuala Lumpur,1,0,1
Desa Pandan Apartment,1500,KLCC,Apartment,3,2,2,900,1,Kuala Lumpur,1,0,1
DEX Suites 1.0 (Tower A) @ Kiara East,1800,Jalan Kuching,Service Residence,2,1,1,689,2,Kuala Lumpur,0,0,1
Sri Putramas,1700,Jalan Kuching,Condominium,3,1,2,1050,2,Kuala Lumpur,0,1,1
Sofiya Residences,2300,Desa ParkCity,Condominium,3,1,2,862,1,Kuala Lumpur,0,0,1
Sri Penaga,3800,Bangsar,Condominium,2,1,2,1033,2,Kuala Lumpur,0,0,1
Setia SKY Residences,2700,KLCC,Condominium,2,2,2,1055,1,Kuala Lumpur,0,1,1
Seri Maya,1899,Setiawangsa,Condominium,3,1,2,1150,2,Kuala Lumpur,1,0,1
Residensi KepongMas,1500,Kepong,Apartment,3,1,2,825,2,Kuala Lumpur,1,1,1
The Era,2900,Segambut,Service Residence,2,2,2,893,2,Kuala Lumpur,1,1,1
Casa Idaman,1400,Jalan Ipoh,Condominium,3,1,2,1047,1,Kuala Lumpur,1,1,1
Setia SKY Residences,4000,KLCC,Condominium,3,2,3,1200,2,Kuala Lumpur,1,1,1
Pertiwi Indah,1500,Cheras,Condominium,3,1,2,1285,1,Kuala Lumpur,1,1,1
Bayu Tasik 1,1099,Cheras,Condominium,3,1,2,926,0,Kuala Lumpur,1,1,1
